SabioReactionID,Name,Role,Smiles
49,Ethanol,Substrate,CCO
49,Acetaldehyde,Product,CC=O
51,Formate,Substrate,OC=O
51,"5,6,7,8-Tetrahydrofolate",Substrate,[H]C2(CNc1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O)(CNC=3N=C(N)NC(=O)C=3(N2))
51,10-Formyltetrahydrofolate,Product,NC=1NC(=O)C=2NC(CNC=2(N=1))CN(C=O)c3ccc(cc3)C(=O)NC(CCC(O)=O)C(O)=O
54,GDP,Product,NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(=O)OP(O)(O)=O)C(O)C3(O)
54,GTP,Substrate,NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C3(O)
58,CO2,Product,O=C=O
58,Lipoamide,Substrate,NC(=O)CCCCC1CCSS1
58,S-Acetyldihydrolipoamide,Product,CC(=O)SC(CCCCC(N)=O)CCS
59,Dihydrolipoamide,Substrate,NC(=O)CCCCC(CCS)S
59,Acetyl-CoA,Substrate,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
61,L-Lactate,Substrate,CC(O)C(O)=O
63,D-Ribose 5-phosphate,Product,OC1OC(COP(O)(O)=O)C(O)C1(O)
64,2-Deoxy-D-ribose 5-phosphate,Substrate,OC1CC(O)C(COP(O)(O)=O)O1
66,Adenosine 5'-phosphate,Product,Nc3ncnc1c3(ncn1C2OC(COP(O)(O)=O)C(O)C2(O))
66,5-Phospho-alpha-D-ribose 1-diphosphate,Product,OC1C(O)C(OC1(COP(O)(O)=O))OP(O)(=O)OP(O)(O)=O
71,Acetate,Substrate,CC(O)=O
73,"5,10-Methenyltetrahydrofolate",Product,NC=4NC(=O)C2=C(NCC1CN(C=[N+]12)c3ccc(cc3)C(=O)NC(CCC(O)=O)C(O)=O)N=4
73,"5,10-Methylenetetrahydrofolate",Substrate,[H]C24(CNC=1N=C(N)NC(=O)C=1N4(CN(C2)c3ccc(cc3)C(=O)NC(CCC(O)=O)C(O)=O))
77,Guanosine 5'-monophosphate,Substrate,NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(O)=O)C(O)C3(O)
78,"Guanosine 3',5'-bis(diphosphate)",Substrate,NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(=O)OP(O)(O)=O)C(OP(O)(=O)OP(O)(O)=O)C3(O)
83,CMP,Substrate,NC=1C=CN(C(=O)N=1)C2OC(COP(O)(O)=O)C(O)C2(O)
84,dCMP,Substrate,NC=1C=CN(C(=O)N=1)C2CC(O)C(COP(O)(O)=O)O2
84,dCDP,Product,NC=1C=CN(C(=O)N=1)C2CC(O)C(COP(O)(=O)OP(O)(O)=O)O2
85,Uridine,Substrate,OCC1OC(C(O)C1(O))N2C=CC(=O)NC2(=O)
85,UMP,Product,O=C1C=CN(C(=O)N1)C2OC(COP(O)(O)=O)C(O)C2(O)
86,Uracil,Product,O=C1C=CNC(=O)N1
88,dUMP,Substrate,O=C1C=CN(C(=O)N1)C2CC(O)C(COP(O)(O)=O)O2
88,dTMP,Product,CC1=CN(C(=O)NC1(=O))C2CC(O)C(COP(O)(O)=O)O2
88,Dihydrofolate,Product,NC=2NC(=O)C=3N=C(CNc1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O)CNC=3(N=2)
89,Cytidine,Substrate,NC=1C=CN(C(=O)N=1)C2OC(CO)C(O)C2(O)
90,Deoxythymidine,Substrate,CC1=CN(C(=O)NC1(=O))C2CC(O)C(CO)O2
91,dTDP,Product,CC1=CN(C(=O)NC1(=O))C2CC(O)C(COP(O)(=O)OP(O)(O)=O)O2
92,Pseudouridine 5'-phosphate,Product,O=C1NC=C(C(=O)N1)C2OC(COP(O)(O)=O)C(O)C2(O)
93,Carbamoyl phosphate,Product,NC(=O)OP(O)(O)=O
94,Deamino-NAD+,Substrate,Nc5ncnc1c5(ncn1C4OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))[n+]3cccc(c3)C(O)=O)C(O)C4(O))
95,L-Serine,Product,NC(CO)C(O)=O
95,Glycine,Substrate,NCC(O)=O
96,L-Methionine,Product,CSCCC(N)C(O)=O
97,L-Citrulline,Product,NC(=O)NCCCC(N)C(O)=O
97,L-Arginine,Substrate,NC(=N)NCCCC(N)C(O)=O
98,L-Ornithine,Substrate,NCCCC(N)C(O)=O
99,sn-Glycerol 3-phosphate,Product,OCC(O)COP(O)(O)=O
99,Glycerol,Substrate,OCC(O)CO
101,"3',5'-Cyclic AMP",Product,Nc4ncnc1c4(ncn1C2OC3COP(O)(=O)OC3(C2(O)))
105,Oxaloacetate,Product,OC(=O)CC(=O)C(O)=O
105,Hydrogencarbonate,Substrate,OC(=O)[O-]
108,6-Phospho-D-gluconate,Substrate,OC(=O)C(O)C(O)C(O)C(O)COP(O)(O)=O
110,D-Ribose 1-phosphate,Substrate,OCC1OC(OP(O)(O)=O)C(O)C1(O)
111,D-Ribose,Substrate,OCC1OC(O)C(O)C1(O)
113,L-Malate,Substrate,OC(=O)CC(O)C(O)=O
114,5-Phospho-beta-D-ribosylamine,Substrate,NC1OC(COP(O)(O)=O)C(O)C1(O)
115,5'-Phosphoribosylglycinamide,Product,NCC(=O)NC1OC(COP(O)(O)=O)C(O)C1(O)
116,5'-Phosphoribosyl-N-formylglycinamide,Product,O=CNCC(=O)NC1OC(COP(O)(O)=O)C(O)C1(O)
117,2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine,Product,N=C(CNC=O)NC1OC(COP(O)(O)=O)C(O)C1(O)
118,5'-Phosphoribosyl-5-aminoimidazole,Product,Nc1cncn1C2OC(COP(O)(O)=O)C(O)C2(O)
119,1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate,Substrate,Nc1c(ncn1C2OC(COP(O)(O)=O)C(O)C2(O))C(O)=O
120,L-Aspartate,Substrate,NC(CC(O)=O)C(O)=O
120,1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole,Product,Nc1c(ncn1C2OC(COP(O)(O)=O)C(O)C2(O))C(=O)NC(CC(O)=O)C(O)=O
121,Fumarate,Product,OC(=O)C=CC(O)=O
121,1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide,Product,NC(=O)c1ncn(c1(N))C2OC(COP(O)(O)=O)C(O)C2(O)
122,1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide,Product,[H]C(=O)Nc1c(ncn1C2OC(COP(O)(O)=O)C(O)C2(O))C(N)=O
123,IMP,Product,O=C3NC=Nc1c3(ncn1C2OC(COP(O)(O)=O)C(O)C2(O))
124,Inosine,Product,OCC1OC(C(O)C1(O))n3cnc2C(=O)NC=Nc23
128,XMP,Product,O=C1NC(=O)c2ncn(c2(N1))C3OC(COP(O)(O)=O)C(O)C3(O)
129,Xanthosine,Product,OCC1OC(C(O)C1(O))n3cnc2C(=O)NC(=O)Nc23
134,Adenosine,Substrate,Nc3ncnc1c3(ncn1C2OC(CO)C(O)C2(O))
137,RNA,Product,[*]C3OC(COP(O)(=O)OC2C(O)C([*])OC2(COP(O)(=O)OC1C(O)C([*])OC1(COP(O)(O)=O)))C(O)C3(O)
140,Reduced thioredoxin,Product,[*]C(=O)C(CS)NC(=O)C([*])CS
140,Oxidized thioredoxin,Substrate,[*]C(=O)C1CSSCC([*])C(=O)N1
140,dGDP,Substrate,NC=2NC(=O)c3ncn(C1CC(O)C(COP(O)(=O)OP(O)(O)=O)O1)c3(N=2)
144,H2O2,Product,OO
144,O2,Substrate,O=O
152,Glyoxylate,Product,O=CC(O)=O
154,Aldose,Product,[*]C(O)C([H])=O
154,Alditol,Substrate,[*]C(O)CO
158,D-Lactaldehyde,Substrate,[H]C(=O)C(C)O
158,Methylglyoxal,Product,[H]C(=O)C(C)=O
159,Glycolate,Substrate,OCC(O)=O
161,Glutathione,Substrate,NC(CCC(=O)NC(CS)C(=O)NCC(O)=O)C(O)=O
161,S-Formylglutathione,Product,[H]C(=O)SCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O
161,Formaldehyde,Substrate,[H]C([H])=O
170,Propanoate,Substrate,CCC(O)=O
170,Propanoyl-CoA,Product,CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
177,(R)-S-Lactoylglutathione,Substrate,CC(O)C(=O)SCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O
183,dGTP,Product,NC=2NC(=O)c3ncn(C1CC(O)C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1)c3(N=2)
186,Guanosine,Product,NC=1NC(=O)c2ncn(c2(N=1))C3OC(CO)C(O)C3(O)
197,5-Hydroxyisourate,Product,O=C1NC(=O)C2(O)(NC(O)=NC2(=N1))
197,Urate,Substrate,O=C1NC(=O)C=2NC(=O)NC=2(N1)
198,(S)(+)-Allantoin,Product,NC(=O)NC1NC(=O)NC1(=O)
213,Cytosine,Product,NC=1C=CNC(=O)N=1
218,Allantoate,Product,NC(=O)NC(NC(N)=O)C(O)=O
219,(-)-Ureidoglycolate,Product,NC(=O)NC(O)C(O)=O
219,Urea,Product,NC(N)=O
220,Oxalureate,Product,NC(=O)NC(=O)C(O)=O
228,Adenylosuccinate,Product,OC(=O)CC(Nc3ncnc1c3(ncn1C2OC(COP(O)(O)=O)C(O)C2(O)))C(O)=O
234,"P1,P4-Bis(5'-adenosyl) tetraphosphate",Substrate,Nc6ncnc1c6(ncn1C5OC(COP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O))
236,Guanosine 3'-diphosphate 5'-triphosphate,Product,NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(OP(O)(=O)OP(O)(O)=O)C3(O)
237,3'-Phosphoadenylyl sulfate,Product,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OS(O)(=O)=O)C(OP(O)(O)=O)C2(O))
237,Adenosine 5'-phosphosulfate,Substrate,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OS(O)(=O)=O)C(O)C2(O))
239,dUDP,Substrate,O=C1C=CN(C(=O)N1)C2CC(O)C(COP(O)(=O)OP(O)(O)=O)O2
241,2-Oxoglutarate,Product,OC(=O)CCC(=O)C(O)=O
241,Oxalosuccinate,Substrate,OC(=O)CC(C(O)=O)C(=O)C(O)=O
242,Isocitrate,Substrate,OC(=O)CC(C(O)=O)C(O)C(O)=O
249,Adenosine 5'-tetraphosphate,Substrate,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))
258,Ubiquinol,Product,COc1c(O)c(C)c(CC=C(C)CCC=C(C)C)c(O)c1(OC)
258,Ubiquinone,Substrate,COC=1C(=O)C(C)=C(CC=C(C)CCC=C(C)C)C(=O)C=1(OC)
258,Succinate,Substrate,OC(=O)CCC(O)=O
259,Succinyl-CoA,Product,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O
262,Citrate,Substrate,OC(=O)CC(O)(CC(O)=O)C(O)=O
268,cis-Aconitate,Product,[H]C(C(O)=O)=C(CC(O)=O)C(O)=O
274,D-Glyceraldehyde,Product,OCC(O)C=O
274,D-Fructose 1-phosphate,Substrate,OCC1OC(O)(COP(O)(O)=O)C(O)C1(O)
276,"CDP-1,2-diacylglycerol",Substrate,[*]C(=O)OCC(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(O))N2C=CC(N)=NC2(=O))OC([*])=O
276,Phosphatidylglycerophosphate,Product,[*]C(=O)OCC([H])(COP(O)(=O)OCC(O)COP(O)(O)=O)OC([*])=O
277,FMN,Product,Cc2cc3N=C1C(=O)NC(=O)N=C1N(CC(O)C(O)C(O)COP(O)(O)=O)c3(cc2(C))
277,Riboflavin,Substrate,Cc2cc3N=C1C(=O)NC(=O)N=C1N(CC(O)C(O)C(O)CO)c3(cc2(C))
279,dAMP,Product,Nc3ncnc2c3(ncn2(C1CC(O)C(COP(O)(O)=O)O1))
279,Deoxyadenosine,Substrate,Nc3ncnc2c3(ncn2(C1CC(O)C(CO)O1))
281,Deoxyinosine,Product,OCC1OC(CC1(O))n3cnc2C(=O)NC=Nc23
293,"3',5'-Cyclic GMP",Substrate,NC=1NC(=O)c2ncn(c2(N=1))C3OC4COP(O)(=O)OC4(C3(O))
298,2-Hydroxy-3-oxosuccinate,Product,OC(=O)C(O)C(=O)C(O)=O
298,D-Glycerate,Substrate,OCC(O)C(O)=O
300,"P1,P4-Bis(5'-guanosyl) tetraphosphate",Substrate,NC=1NC(=O)c2ncn(c2(N=1))C6OC(COP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OCC3OC(C(O)C3(O))n5cnc4C(=O)NC(N)=Nc45)C(O)C6(O)
302,dGMP,Product,NC=2NC(=O)c3ncn(C1CC(O)C(COP(O)(O)=O)O1)c3(N=2)
304,Deoxyguanosine,Product,NC=2NC(=O)c3ncn(C1CC(O)C(CO)O1)c3(N=2)
305,3'-AMP,Substrate,Nc3ncnc1c3(ncn1C2OC(CO)C(OP(O)(O)=O)C2(O))
309,3'-GMP,Substrate,NC=1NC(=O)c2ncn(c2(N=1))C3OC(CO)C(OP(O)(O)=O)C3(O)
312,dIMP,Product,OC1CC(OC1(COP(O)(O)=O))n3cnc2c(O)ncnc23
312,dITP,Substrate,OC1CC(OC1(COP(O)(=O)OP(O)(=O)OP(O)(O)=O))n3cnc2C(=O)NC=Nc23
317,tRNA containing N1-methylguanine,Product,[*]C5OC(CO)C(OP(O)(=O)OCC4OC([*])C(O)C4(OP(O)(=O)OCC1OC(C(O)C1(O))n3cnc2C(=O)N(C)C(N)=Nc23))C5(O)
317,tRNA,Substrate,[*]C3OC(COP(O)(=O)OC2C(O)C([*])OC2(COP(O)(=O)OC1C(O)C([*])OC1(CO)))C(O)C3(O)
327,Oxamate,Substrate,NC(=O)C(O)=O
329,N-Formyl-L-methionine,Substrate,[H]C(=O)NC(CCSC)C(O)=O
336,Phosphatidate,Substrate,[*]C(=O)OCC(COP(O)(O)=O)OC([*])=O
343,Ureidoglycine,Product,NC(=O)NC(N)C(O)=O
350,N-Formylmethionyl-tRNA(fMet),Product,[*]C3OC(CO)C(OP(O)(=O)OCC2OC([*])C(O)C2(OP(O)(=O)OCC1OC([*])C(O)C1(OC(=O)C(CCSC)NC=O)))C3(O)
350,L-Methionyl-tRNA(Met),Substrate,[*]C5OC(CO)C(OP(O)(=O)OCC4OC([*])C(O)C4(OP(O)(=O)OCC1OC(C(OC(=O)C(N)CCSC)C1(O))n3cnc2c(N)ncnc23))C5(O)
354,L-Tyrosine,Substrate,NC(Cc1ccc(O)cc1)C(O)=O
354,tRNA(Tyr),Substrate,[*]C5OC(CO)C(OP(O)(=O)OCC4OC([*])C(O)C4(OP(O)(=O)OCC1OC(C(O)C1(O))n3cnc2c(N)ncnc23))C5(O)
354,L-Tyrosyl-tRNA(Tyr),Product,[*]C6OC(CO)C(OP(O)(=O)OCC5OC([*])C(O)C5(OP(O)(=O)OCC2OC(C(OC(=O)C(N)Cc1ccc(O)cc1)C2(O))n4cnc3c(N)ncnc34))C6(O)
356,L-Seryl-tRNA(Ser),Product,[*]C3OC(CO)C(OP(O)(=O)OCC2OC([*])C(O)C2(OP(O)(=O)OCC1OC([*])C(O)C1(OC(=O)C(N)CO)))C3(O)
357,XTP,Substrate,O=C1NC(=O)c2ncn(c2(N1))C3OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C3(O)
364,2'-Deoxycytidine,Substrate,NC=1C=CN(C(=O)N=1)C2CC(O)C(CO)O2
364,2'-Deoxyuridine,Product,OCC1OC(CC1(O))N2C=CC(=O)NC2(=O)
365,dUTP,Substrate,O=C1C=CN(C(=O)N1)C2CC(O)C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2
371,Pentadecanal,Product,[H]C(=O)CCCCCCCCCCCCCC
371,Hexadecanoic acid,Substrate,CCCCCCCCCCCCCCCC(O)=O
374,Methanol,Substrate,CO
375,2-Deoxy-D-ribose,Product,OCC1OC(O)CC1(O)
376,Oxidized glutathione,Product,NC(CCC(=O)NC(CSSCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O
390,FAD,Product,Cc5cc6N=C1C(=O)NC(=O)N=C1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C))
391,L-Threonine,Substrate,CC(O)C(N)C(O)=O
391,L-Threonyl-tRNA(Thr),Product,[*]C3OC(CO)C(OP(O)(=O)OCC2OC([*])C(O)C2(OP(O)(=O)OCC1OC([*])C(O)C1(OC(=O)C(N)C(C)O)))C3(O)
397,Ethanolamine,Product,NCCO
397,sn-Glycero 3-phosphoethanolamine,Substrate,NCCOP(O)(=O)OCC(O)CO
398,N-Carbamoyl-L-aspartate,Product,NC(=O)NC(CC(O)=O)C(O)=O
399,L-Dihydroorotate,Substrate,OC(=O)C1CC(=O)NC(=O)N1
401,Orotidine 5'-phosphate,Substrate,O=C1C=C(C(O)=O)N(C(=O)N1)C2OC(COP(O)(O)=O)C(O)C2(O)
401,Orotate,Product,OC(=O)C1=CC(=O)NC(=O)N1
402,L-Aspartyl-tRNA(Asp),Product,[*]C3OC(CO)C(OP(O)(=O)OCC2OC([*])C(O)C2(OP(O)(=O)OCC1OC([*])C(O)C1(OC(=O)C(N)CC(O)=O)))C3(O)
403,Glycyl-tRNA(Gly),Product,[*]C3OC(CO)C(OP(O)(=O)OCC2OC([*])C(O)C2(OP(O)(=O)OCC1OC([*])C(O)C1(OC(=O)CN)))C3(O)
404,L-Proline,Substrate,OC(=O)C1CCCN1
404,L-Prolyl-tRNA(Pro),Product,[*]C4OC(CO)C(OP(O)(=O)OCC3OC([*])C(O)C3(OP(O)(=O)OCC2OC([*])C(O)C2(OC(=O)C1CCCN1)))C4(O)
405,L-Cysteine,Substrate,NC(CS)C(O)=O
405,L-Cysteinyl-tRNA(Cys),Product,[*]C5OC(CO)C(OP(O)(=O)OCC4OC([*])C(O)C4(OP(O)(=O)OCC1OC(C(OC(=O)C(N)CS)C1(O))n3cnc2c(N)ncnc23))C5(O)
406,L-Glutamyl-tRNA(Gln),Product,[*]C5OC(CO)C(OP(O)(=O)OCC4OC([*])C(O)C4(OP(O)(=O)OCC1OC(C(OC(=O)C(N)CCC(O)=O)C1(O))n3cnc2c(N)ncnc23))C5(O)
407,L-Arginyl-tRNA(Arg),Product,[*]C5OC(CO)C(OP(O)(=O)OCC4OC([*])C(O)C4(OP(O)(=O)OCC1OC(C(OC(=O)C(N)CCCNC(N)=N)C1(O))n3cnc2c(N)ncnc23))C5(O)
409,L-Phenylalanine,Substrate,NC(Cc1ccccc1)C(O)=O
409,L-Phenylalanyl-tRNA(Phe),Product,[*]C4OC(CO)C(OP(O)(=O)OCC3OC([*])C(O)C3(OP(O)(=O)OCC2OC([*])C(O)C2(OC(=O)C(N)Cc1ccccc1)))C4(O)
412,L-Leucyl-tRNA(Leu),Product,[*]C5OC(CO)C(OP(O)(=O)OCC4OC([*])C(O)C4(OP(O)(=O)OCC1OC(C(OC(=O)C(N)CC(C)C)C1(O))n3cnc2c(N)ncnc23))C5(O)
412,L-Leucine,Substrate,CC(C)CC(N)C(O)=O
413,L-Isoleucyl-tRNA(Ile),Product,[*]C5OC(CO)C(OP(O)(=O)OCC4OC([*])C(O)C4(OP(O)(=O)OCC1OC(C(OC(=O)C(N)C(C)CC)C1(O))n3cnc2c(N)ncnc23))C5(O)
413,L-Isoleucine,Substrate,CCC(C)C(N)C(O)=O
414,L-Lysine,Substrate,NCCCCC(N)C(O)=O
414,L-Lysyl-tRNA(Lys),Product,[*]OC(=O)C(N)CCCCN
415,L-Alanine,Substrate,CC(N)C(O)=O
415,L-Alanyl-tRNA(Ala),Product,[*]C3OC(CO)C(OP(O)(=O)OCC2OC([*])C(O)C2(OP(O)(=O)OCC1OC([*])C(O)C1(OC(=O)C(C)N)))C3(O)
416,L-Valine,Substrate,CC(C)C(N)C(O)=O
416,L-Valyl-tRNA(Val),Product,[*]C5OC(CO)C(OP(O)(=O)OCC4OC([*])C(O)C4(OP(O)(=O)OCC1OC(C(OC(=O)C(N)C(C)C)C1(O))n3cnc2c(N)ncnc23))C5(O)
419,meso-Tartrate,Substrate,OC(=O)C(O)C(O)C(O)=O
420,Carnitine,Substrate,C[N+](C)(C)CC(O)CC(O)=O
420,O-Acetyl-L-carnitine,Product,CC(=O)OC(CC(O)=O)C[N+](C)(C)C
422,dCTP,Product,NC=1C=CN(C(=O)N=1)C2CC(O)C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2
