MW,logP,TPSA,Rings Count,Aromatic Rings,Heavy atoms count,Aliphatic Rings,CSP3,BalabanJ,Rotatable Bonds,H-bond donor,H-bond acceptor,Smiles
399.14451525609013,-1.9221999999999968,182.63,3,1,27,1,0.6,1.6816848736530563,7,5,10,C[S+](CCC(N)C(O)=O)CC1OC(C(O)C1(O))n3cnc2c(N)ncnc23
609.123709248,-0.6177999999999992,249.29,5,3,40,3,0.75,1.2850390782683692,12,5,16,[*]C5CC(O)C(COP(O)(=O)OC2CC(OC2(COP(O)(=O)OC1CC([*])OC1(CO)))n4cnc3c(N)ncnc34)O5
623.139359312,-0.15830000000000005,235.3,5,3,41,3,0.7619047619047619,1.1340463256260565,13,5,16,[*]C5CC(OP(O)(=O)OCC4OC([*])CC4(OP(O)(=O)OCC1OC(CC1(O))n3cnc2c(NC)ncnc23))C(CO)O5
483.96852766999984,-2.500900000000001,264.36999999999995,2,1,29,1,0.5555555555555556,2.0560435528727004,8,7,12,O=C1C=CN(C(=O)N1)C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)
404.0021971479999,-2.6179,217.83999999999997,2,1,25,1,0.5555555555555556,2.0941785551571823,6,6,10,O=C1C=CN(C(=O)N1)C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)
260.02971862600003,-3.1028,156.91,1,1,16,1,1.0,2.613201181998436,4,6,7,OCC1(O)(OC(COP(O)(O)=O)C(O)C1(O))
482.9845120819998,-2.2120000000000006,270.41999999999996,2,1,29,1,0.5555555555555556,2.047085489928952,8,7,13,NC=1C=CN(C(=O)N=1)C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)
403.0181815599999,-2.329,223.89,2,1,25,1,0.5555555555555556,2.0818117210007037,6,6,11,NC=1C=CN(C(=O)N=1)C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)
200.00858925800003,-1.9836000000000005,124.29000000000002,0,0,12,0,0.75,3.7868963016588273,5,4,5,[H]C(=O)C(O)C(O)COP(O)(O)=O
230.019153942,-2.6211,144.52,0,0,14,0,0.8,4.0227829090142215,6,5,6,OCC(=O)C(O)C(O)COP(O)(O)=O
339.99604914799994,-2.9858000000000007,203.43999999999997,1,1,20,1,1.0,2.854366315233849,6,7,8,OCC1(OC(COP(O)(O)=O)C(O)C1(O))(OP(O)(O)=O)
262.04536869000003,-3.4684,167.91,0,0,16,0,1.0,4.171760878438132,7,7,7,OCC(O)C(O)C(O)C(O)COP(O)(O)=O
177.94322572800002,-0.8116000000000001,124.29000000000002,0,0,9,0,0.0,4.074479309921039,2,4,3,OP(O)(=O)OP(O)(O)=O
259.04570303800006,-3.1379999999999995,162.7,1,1,16,1,1.0,2.572326379287314,3,6,7,NC1C(O)OC(COP(O)(O)=O)C(O)C1(O)
147.053157768,-0.7369000000000001,100.62,0,0,10,0,0.6,3.4907296603908136,4,3,3,NC(CCC(O)=O)C(O)=O
146.06914218,-1.3361999999999998,106.41,0,0,10,0,0.6,3.4907296603908136,4,3,3,NC(=O)CCC(N)C(O)=O
17.026549096,0.16199999999999998,35.0,0,0,1,0,0.0,0.0,0,1,1,[H]N([H])[H]
422.0825420459999,-5.278599999999992,236.05999999999997,2,2,27,2,1.0,2.1489160749912792,7,9,12,OCC2OC(OC1(CO)(OC(COP(O)(O)=O)C(O)C1(O)))C(O)C(O)C2(O)
566.0550205679999,-4.793699999999994,296.99,3,2,36,2,0.7333333333333333,1.6113646712462018,9,9,16,OCC3OC(OP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(O))N2C=CC(=O)NC2(=O))C(O)C(O)C3(O)
139.98745989,-0.3578,83.83000000000001,0,0,8,0,0.5,3.740352517744469,1,2,3,CC(=O)OP(O)(O)=O
180.063388104,-3.2197999999999998,110.38000000000001,1,1,12,1,1.0,2.724112234103965,2,5,6,OCC1OC(O)(CO)C(O)C1(O)
290.04028331,-3.8992999999999993,184.98,0,0,18,0,0.8571428571428571,4.401427842947245,8,7,8,OCC(=O)C(O)C(O)C(O)C(O)COP(O)(O)=O
370.0066138319999,-3.782300000000001,231.50999999999996,0,0,22,0,0.8571428571428571,4.525694623894094,10,8,9,OC(COP(O)(O)=O)C(O)C(O)C(O)C(=O)COP(O)(O)=O
342.11621152399994,-5.397199999999993,189.52999999999997,2,2,23,2,1.0,2.114861902481824,4,8,11,OCC2OC(OC1C(O)C(O)C(O)OC1(CO))C(O)C(O)C2(O)
687.14887844,-1.7822999999999989,300.03,3,1,44,1,0.6666666666666666,1.504533286024158,16,9,17,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS
767.115208962,-1.6652999999999971,346.55999999999995,3,1,48,1,0.6666666666666666,1.6064341740586443,18,10,18,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS
46.041864812,-0.0014000000000000123,20.23,0,0,3,0,1.0,1.6329931618554523,0,1,1,CCO
44.026214748,0.2052,17.07,0,0,3,0,0.5,2.1874960973678963,0,0,1,CC=O
46.005479304,-0.29919999999999997,37.3,0,0,3,0,0.0,2.1874960973678963,0,1,1,OC=O
445.1709814560001,-0.2819999999999977,211.56000000000003,3,1,32,1,0.3157894736842105,1.541465522838195,9,8,9,[H]C2(CNc1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O)(CNC=3N=C(N)NC(=O)C=3(N2))
473.1658960759999,-0.7310999999999972,219.83999999999995,3,1,34,1,0.3,1.647249330279999,10,7,9,NC=1NC(=O)C=2NC(CNC=2(N=1))CN(C=O)c3ccc(cc3)C(=O)NC(CCC(O)=O)C(O)=O
443.02432955999984,-2.4527000000000005,252.56999999999996,3,1,28,1,0.5,1.7900510916195493,6,7,12,NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(=O)OP(O)(O)=O)C(O)C3(O)
522.9906600819997,-2.3357000000000006,299.1,3,1,32,1,0.5,1.7229613968027455,8,8,14,NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C3(O)
43.98982924,-0.5835,34.14,0,0,3,0,0.0,3.2659863237109046,0,0,2,O=C=O
205.0595061,2.1857999999999995,43.09,1,1,12,1,0.875,1.90892263435229,5,1,3,NC(=O)CCCCC1CCSS1
249.085720848,2.0003000000000006,60.160000000000004,0,0,15,0,0.8,3.649982682993542,8,2,4,CC(=O)SC(CCCCC(N)=O)CCS
207.075156164,1.6503999999999994,43.09,0,0,12,0,0.875,3.1316364603054487,7,3,3,NC(=O)CCCCC(CCS)S
809.1257736459999,-1.3153999999999975,363.62999999999994,3,1,51,1,0.6521739130434783,1.5534393251556835,19,9,19,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
90.031694052,-0.5482,57.53,0,0,6,0,0.6666666666666666,3.2575861612334887,1,2,2,CC(O)C(O)=O
230.019153942,-2.4653000000000005,136.68,1,1,14,1,1.0,2.4387072219898034,3,5,6,OC1OC(COP(O)(O)=O)C(O)C1(O)
214.024239322,-1.4361000000000004,116.45,1,1,13,1,1.0,2.337843319857404,3,4,5,OC1CC(O)C(COP(O)(O)=O)O1
347.0630844179999,-1.8630000000000009,186.07,3,1,23,1,0.5,1.8511475274909786,4,5,10,Nc3ncnc1c3(ncn1C2OC(COP(O)(O)=O)C(O)C2(O))
389.95181498599993,-2.2313000000000005,229.73999999999998,1,1,22,1,1.0,2.678959793026737,7,7,9,OC1C(O)C(OC1(COP(O)(O)=O))OP(O)(=O)OP(O)(O)=O
60.021129368000004,0.09089999999999993,37.3,0,0,4,0,0.5,2.8030394876740514,0,1,1,CC(O)=O
456.1626078440899,-0.6134999999999977,193.75,4,2,33,2,0.3,1.49176280967325,7,6,8,NC=4NC(=O)C2=C(NCC1CN(C=[N+]12)c3ccc(cc3)C(=O)NC(CCC(O)=O)C(O)=O)N=4
457.1709814559999,-0.5218999999999974,193.97999999999993,4,2,33,2,0.35,1.4452292617186506,7,6,9,[H]C24(CNC=1N=C(N)NC(=O)C=1N4(CN(C2)c3ccc(cc3)C(=O)NC(CCC(O)=O)C(O)=O))
363.0579990379999,-2.5696999999999997,206.04,3,1,24,1,0.5,1.901689604867902,4,6,10,NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(O)=O)C(O)C3(O)
602.9569906039999,-2.218700000000001,345.63000000000005,3,1,36,1,0.5,1.9461332958386626,10,9,15,NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(=O)OP(O)(O)=O)C(OP(O)(=O)OP(O)(O)=O)C3(O)
323.05185103799994,-2.446,177.35999999999999,2,1,21,1,0.5555555555555556,2.1580023963313577,4,5,9,NC=1C=CN(C(=O)N=1)C2OC(COP(O)(O)=O)C(O)C2(O)
307.05693641799996,-1.4168,157.13,2,1,20,1,0.5555555555555556,2.0631657867701447,4,4,8,NC=1C=CN(C(=O)N=1)C2CC(O)C(COP(O)(O)=O)O2
387.0232669399999,-1.2998000000000003,203.65999999999997,2,1,24,1,0.5555555555555556,2.000460173835875,6,5,10,NC=1C=CN(C(=O)N=1)C2CC(O)C(COP(O)(=O)OP(O)(O)=O)O2
244.069536104,-2.8519000000000005,124.77999999999997,2,1,17,1,0.5555555555555556,2.3515193982482367,2,4,7,OCC1OC(C(O)C1(O))N2C=CC(=O)NC2(=O)
324.03586662600003,-2.734899999999999,171.31,2,1,21,1,0.5555555555555556,2.176580655432465,4,5,8,O=C1C=CN(C(=O)N1)C2OC(COP(O)(O)=O)C(O)C2(O)
112.027277368,-0.9368000000000001,65.72,1,0,8,0,0.0,3.5021170388304435,0,2,2,O=C1C=CNC(=O)N1
308.040952006,-1.7056999999999998,151.08,2,1,20,1,0.5555555555555556,2.081829405430451,4,4,7,O=C1C=CN(C(=O)N1)C2CC(O)C(COP(O)(O)=O)O2
322.05660206999994,-1.3972800000000003,151.08,2,1,21,1,0.6,2.140955851776649,4,4,7,CC1=CN(C(=O)NC1(=O))C2CC(O)C(COP(O)(O)=O)O2
443.155331392,0.009999999999999565,211.89,3,1,32,1,0.2631578947368421,1.5914886960462944,9,7,9,NC=2NC(=O)C=3N=C(CNc1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O)CNC=3(N=2)
243.085520516,-2.5629999999999993,130.83,2,1,17,1,0.5555555555555556,2.319695265821785,2,4,8,NC=1C=CN(C(=O)N=1)C2OC(CO)C(O)C2(O)
242.090271548,-1.5142799999999992,104.55000000000001,2,1,17,1,0.6,2.3353960419232735,2,3,6,CC1=CN(C(=O)NC1(=O))C2CC(O)C(CO)O2
402.02293259199985,-1.2802800000000003,197.60999999999996,2,1,25,1,0.6,2.0590566682796996,6,5,9,CC1=CN(C(=O)NC1(=O))C2CC(O)C(COP(O)(=O)OP(O)(O)=O)O2
324.03586662600003,-2.6658000000000004,182.17,2,1,21,1,0.5555555555555556,2.176580655432465,4,6,7,O=C1NC=C(C(=O)N1)C2OC(COP(O)(O)=O)C(O)C2(O)
140.982708858,-0.8255999999999999,109.85000000000002,0,0,8,0,0.0,3.740352517744469,1,3,3,NC(=O)OP(O)(O)=O
665.10041384409,-2.4165999999999968,312.46999999999997,5,2,44,2,0.47619047619047616,1.1576280907235283,11,8,17,Nc5ncnc1c5(ncn1C4OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))[n+]3cccc(c3)C(O)=O)C(O)C4(O))
105.042593084,-1.6094000000000002,83.55000000000001,0,0,7,0,0.6666666666666666,3.3434170589539605,2,3,3,NC(CO)C(O)=O
75.0320284,-0.9702999999999999,63.32,0,0,5,0,0.5,2.847378923087672,1,2,2,NCC(O)=O
149.051049592,0.1513999999999998,63.32,0,0,9,0,0.8,3.2659073992264416,4,2,3,CSCCC(N)C(O)=O
175.095691276,-1.1531999999999993,118.44,0,0,12,0,0.6666666666666666,3.3118352065890764,5,4,3,NC(=O)NCCCC(N)C(O)=O
174.111675688,-1.338429999999999,125.22,0,0,12,0,0.6666666666666666,3.3118352065890764,5,5,3,NC(=N)NCCCC(N)C(O)=O
132.089877624,-0.8627999999999991,89.34,0,0,9,0,0.8,3.2659073992264416,4,3,3,NCCCC(N)C(O)=O
172.013674638,-1.5511000000000001,107.22,0,0,10,0,1.0,3.455281040689958,4,4,4,OCC(O)COP(O)(O)=O
92.047344116,-1.6681000000000001,60.69,0,0,6,0,1.0,2.7541847860376616,2,3,3,OCC(O)CO
329.05251973399993,-0.8174000000000006,154.84,4,2,22,2,0.5,1.7121030702404194,1,3,10,Nc4ncnc1c4(ncn1C2OC3COP(O)(=O)OC3(C2(O)))
132.005873228,-0.8851999999999998,91.66999999999999,0,0,9,0,0.25,3.788427600543414,3,2,3,OC(=O)CC(=O)C(O)=O
60.99311747191,-1.1123,60.36,0,0,4,0,0.0,2.8030394876740514,0,1,2,OC(=O)[O-]
276.024633246,-3.376100000000001,184.98,0,0,17,0,0.8333333333333334,4.342362035869705,7,7,7,OC(=O)C(O)C(O)C(O)C(O)COP(O)(O)=O
230.019153942,-2.4653000000000005,136.68,1,1,14,1,1.0,2.6111759608930187,3,5,6,OCC1OC(OP(O)(O)=O)C(O)C1(O)
150.05282342,-2.5823000000000005,90.15,1,1,10,1,1.0,2.526211434209837,1,4,5,OCC1OC(O)C(O)C1(O)
134.021523292,-1.0934000000000001,94.83000000000001,0,0,9,0,0.5,3.6324321519398444,3,3,3,OC(=O)CC(O)C(O)=O
229.035138354,-2.4989000000000003,142.47000000000003,1,1,14,1,1.0,2.4387072219898034,3,5,6,NC1OC(COP(O)(O)=O)C(O)C1(O)
286.05660207,-3.3826999999999985,171.57,1,1,18,1,0.8571428571428571,2.5298168771977245,5,6,7,NCC(=O)NC1OC(COP(O)(O)=O)C(O)C1(O)
314.05151669,-3.5953999999999984,174.65,1,1,20,1,0.75,2.490109534228997,7,6,7,O=CNCC(=O)NC1OC(COP(O)(O)=O)C(O)C1(O)
313.067501102,-3.144729999999998,181.43,1,1,20,1,0.75,2.490109534228997,7,7,7,N=C(CNC=O)NC1OC(COP(O)(O)=O)C(O)C1(O)
295.05693641799996,-1.8062000000000005,160.29,2,1,19,1,0.625,2.0653461226788346,4,5,8,Nc1cncn1C2OC(COP(O)(O)=O)C(O)C2(O)
339.0467656579999,-2.108,197.58999999999997,2,1,22,1,0.5555555555555556,2.1625637500639354,5,6,9,Nc1c(ncn1C2OC(COP(O)(O)=O)C(O)C2(O))C(O)=O
133.037507704,-1.127,100.62,0,0,9,0,0.5,3.632432151939845,3,3,3,NC(CC(O)=O)C(O)=O
454.0737086779999,-3.1484999999999967,263.98999999999995,2,1,30,1,0.5384615384615384,2.1553512532303127,9,8,11,Nc1c(ncn1C2OC(COP(O)(O)=O)C(O)C2(O))C(=O)NC(CC(O)=O)C(O)=O
116.01095860800001,-0.28819999999999985,74.6,0,0,8,0,0.0,3.668626461933803,2,2,2,OC(=O)C=CC(O)=O
338.06275006999994,-2.7072999999999987,203.38,2,1,22,1,0.5555555555555556,2.162563750063935,5,6,9,NC(=O)c1ncn(c1(N))C2OC(COP(O)(O)=O)C(O)C2(O)
366.05766468999997,-2.7212,206.46,2,1,24,1,0.5,2.2453738040329303,7,6,9,[H]C(=O)Nc1c(ncn1C2OC(COP(O)(O)=O)C(O)C2(O))C(N)=O
348.04710000599994,-2.1519000000000004,180.01999999999998,3,1,23,1,0.5,1.8656144678153568,4,5,9,O=C3NC=Nc1c3(ncn1C2OC(COP(O)(O)=O)C(O)C2(O))
268.08076948400003,-2.2688999999999995,133.49,3,1,19,1,0.5,2.0600493624191287,2,4,8,OCC1OC(C(O)C1(O))n3cnc2C(=O)NC=Nc23
364.0420146259999,-2.8585999999999987,199.98999999999998,3,1,24,1,0.5,1.9158866439214421,4,6,9,O=C1NC(=O)c2ncn(c2(N1))C3OC(COP(O)(O)=O)C(O)C3(O)
284.075684104,-2.9756,153.45999999999998,3,1,20,1,0.5,2.118060003864508,2,5,8,OCC1OC(C(O)C1(O))n3cnc2C(=O)NC(=O)Nc23
267.096753896,-1.9800000000000006,139.54000000000002,3,1,19,1,0.5,2.035435145869755,2,4,9,Nc3ncnc1c3(ncn1C2OC(CO)C(O)C2(O))
603.0281135019999,-3.633699999999999,286.89,3,3,37,3,1.0,1.5842797582380923,13,8,15,[*]C3OC(COP(O)(=O)OC2C(O)C([*])OC2(COP(O)(=O)OC1C(O)C([*])OC1(COP(O)(O)=O)))C(O)C3(O)
191.007470528,-0.25549999999999995,46.17,0,0,11,0,0.6666666666666666,4.086585688212287,5,3,4,[*]C(=O)C(CS)NC(=O)C([*])CS
188.991820464,0.27989999999999987,46.17,1,1,11,1,0.6666666666666666,2.5821588457017715,1,1,4,[*]C(=O)C1CSSCC([*])C(=O)N1
427.02941493999987,-1.4235000000000007,232.33999999999997,3,1,27,1,0.5,1.728208354417096,6,6,11,NC=2NC(=O)c3ncn(C1CC(O)C(COP(O)(=O)OP(O)(O)=O)O1)c3(N=2)
34.005479304,0.01739999999999997,40.46,0,0,2,0,0.0,1.0,0,2,2,OO
31.98982924,0.067,34.14,0,0,2,0,0.0,2.0,0,0,2,O=O
74.00039392400001,-0.7301,54.37,0,0,5,0,0.0,3.204805417886435,1,1,2,O=CC(O)=O
59.013304336000004,-0.9470000000000001,37.3,0,0,4,0,0.5,2.825749368745867,1,1,2,[*]C(O)C([H])=O
61.0289544,-1.1536,40.46,0,0,4,0,1.0,2.5395388613593903,1,2,2,[*]C(O)CO
74.036779432,-0.4339,37.3,0,0,5,0,0.6666666666666666,2.825749368745867,1,1,2,[H]C(=O)C(C)O
72.021129368,-0.2257,34.14,0,0,5,0,0.3333333333333333,3.204805417886435,1,0,2,[H]C(=O)C(C)=O
76.016043988,-0.9367000000000001,57.53,0,0,5,0,0.5,2.847378923087672,1,2,2,OCC(O)=O
307.083806264,-2.2060999999999984,158.82,0,0,20,0,0.6,4.208861414299984,9,6,6,NC(CCC(=O)NC(CS)C(=O)NCC(O)=O)C(O)=O
335.078720884,-2.212499999999997,175.89,0,0,22,0,0.5454545454545454,4.46026650474459,11,5,7,[H]C(=O)SCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O
30.010564684,-0.1849,17.07,0,0,2,0,0.0,2.0,0,0,1,[H]C([H])=O
74.036779432,0.481,37.3,0,0,5,0,0.6666666666666666,2.847378923087672,1,1,1,CCC(O)=O
823.1414237099998,-0.9252999999999967,363.62999999999994,3,1,52,1,0.6666666666666666,1.5370113415608955,20,9,19,CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
379.104935632,-2.495299999999996,196.11999999999998,0,0,25,0,0.6153846153846154,4.719513632722466,11,6,8,CC(O)C(=O)SCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O
506.9957454619998,-1.3065000000000007,278.87,3,1,31,1,0.5,1.6692121433640033,8,7,13,NC=2NC(=O)c3ncn(C1CC(O)C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1)c3(N=2)
283.091668516,-2.6866999999999996,159.51000000000002,3,1,20,1,0.5,2.0942646460475807,2,5,9,NC=1NC(=O)c2ncn(c2(N=1))C3OC(CO)C(O)C3(O)
184.023254608,-2.159499999999999,123.38000000000001,2,2,13,2,0.2,2.514972723064363,0,4,5,O=C1NC(=O)C2(O)(NC(O)=NC2(=N1))
168.028339988,-1.7672000000000003,114.36999999999998,2,0,12,0,0.0,3.183503280694596,0,4,3,O=C1NC(=O)C=2NC(=O)NC=2(N1)
158.043990052,-2.1798,113.32,1,1,11,1,0.25,2.534438673083989,1,4,3,NC(=O)NC1NC(=O)NC1(=O)
111.04326178,-0.6479000000000001,71.77000000000001,1,0,8,0,0.0,3.277417459528498,0,2,3,NC=1C=CNC(=O)N=1
176.054554736,-2.2663,147.54,0,0,12,0,0.25,4.1359823272131315,3,5,3,NC(=O)NC(NC(N)=O)C(O)=O
134.032756672,-1.9422999999999995,112.65,0,0,9,0,0.3333333333333333,3.6324321519398444,2,4,3,NC(=O)NC(O)C(O)=O
60.032362748,-0.9762000000000002,69.11,0,0,4,0,0.0,2.8030394876740514,0,2,1,NC(N)=O
132.017106608,-1.7341000000000002,109.49000000000001,0,0,9,0,0.0,3.788427600543414,0,3,3,NC(=O)NC(=O)C(O)=O
463.0740430259998,-2.105399999999999,246.67999999999995,3,1,31,1,0.5,1.858527202505169,9,7,12,OC(=O)CC(Nc3ncnc1c3(ncn1C2OC(COP(O)(O)=O)C(O)C2(O)))C(O)=O
836.0482651959998,-2.4463999999999984,433.97,6,2,53,2,0.5,1.0119091670634206,14,10,25,Nc6ncnc1c6(ncn1C5OC(COP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O))
682.923321126,-2.101700000000001,392.1600000000001,3,1,40,1,0.5,1.9117837048790263,12,10,17,NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(OP(O)(=O)OP(O)(O)=O)C3(O)
506.98622979999976,-1.9188999999999996,275.96999999999997,3,1,31,1,0.5,1.8780013220889589,8,6,14,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OS(O)(=O)=O)C(OP(O)(O)=O)C2(O))
427.0198992779998,-2.0358999999999994,229.43999999999997,3,1,27,1,0.5,1.7576845649395345,6,5,13,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OS(O)(=O)=O)C(O)C2(O))
388.0072825279999,-1.5887000000000002,197.60999999999996,2,1,24,1,0.5555555555555556,2.0127908936131043,6,5,9,O=C1C=CN(C(=O)N1)C2CC(O)C(COP(O)(=O)OP(O)(O)=O)O2
146.021523292,-0.49509999999999993,91.66999999999999,0,0,10,0,0.4,3.6041568215284974,4,2,3,OC(=O)CCC(=O)C(O)=O
